NEch;NZon;NCha;NObj;XChE;YChE;ZChE;XObC;YObC;XObE;YObE;IPos;Cor_Bord;Taille_Pixel;Unite;Phase;Sens;Longueur;G;Diamètre;P6;P7;P8;P9;P10;Nom image
1;1;280;4;10957.8;-13337;-12343.198;291.5;497;-1;-1;1;non;0.345;µm;1;H;73.49;4.199;81.13;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;5;10957.8;-13337;-12343.198;575;497;-1;-1;1;non;0.345;µm;1;H;122.13;2.734;134.83;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;6;10957.8;-13337;-12343.198;810;497;-1;-1;1;non;0.345;µm;1;H;40.02;5.953;44.18;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;7;10957.8;-13337;-12343.198;946;497;-1;-1;0.5;non;0.345;µm;1;H;53.82;3.098;118.83;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;8;10957.8;-13337;-12343.198;497;31;-1;-1;0.5;non;0.345;µm;1;V;22.08;5.669;48.75;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;9;10957.8;-13337;-12343.198;497;86.5;-1;-1;1;non;0.345;µm;1;V;16.22;8.560;17.90;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;10;10957.8;-13337;-12343.198;497;117.5;-1;-1;1;non;0.345;µm;1;V;5.18;11.855;5.71;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;11;10957.8;-13337;-12343.198;497;135;-1;-1;1;non;0.345;µm;1;V;6.90;11.025;7.62;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;12;10957.8;-13337;-12343.198;497;160.5;-1;-1;1;non;0.345;µm;1;V;10.70;9.760;11.81;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;13;10957.8;-13337;-12343.198;497;302;-1;-1;1;non;0.345;µm;1;V;86.94;3.714;95.98;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;14;10957.8;-13337;-12343.198;497;510;-1;-1;1;non;0.345;µm;1;V;56.58;4.954;62.46;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;15;10957.8;-13337;-12343.198;497;626;-1;-1;1;non;0.345;µm;1;V;23.46;7.494;25.90;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;16;10957.8;-13337;-12343.198;497;763;-1;-1;1;non;0.345;µm;1;V;71.07;4.296;78.46;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;17;10957.8;-13337;-12343.198;497;870;-1;-1;1;non;0.345;µm;1;V;2.76;13.669;3.05;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;18;10957.8;-13337;-12343.198;497;930;-1;-1;1;non;0.345;µm;1;V;38.64;6.054;42.66;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;19;10957.8;-13337;-12343.198;497;996.5;-1;-1;1;non;0.345;µm;1;V;7.25;10.884;8.00;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
1;1;280;20;10957.8;-13337;-12343.198;497;1015.5;-1;-1;0.5;non;0.345;µm;1;V;5.87;9.494;12.95;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277172_2022-06-07_10-47-02\Images_277172\277172_Champ_1_1_280.tif
