NEch;NZon;NCha;NObj;XChE;YChE;ZChE;XObC;YObC;XObE;YObE;IPos;Cor_Bord;Taille_Pixel;Unite;Phase;Sens;Longueur;G;Diamètre;P6;P7;P8;P9;P10;Nom image
1;1;106;18;14822.2;-11420;-13488.877;497;471;-1;-1;1;non;0.345;µm;1;V;39.33;6.003;43.42;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_106.tif
1;1;106;19;14822.2;-11420;-13488.877;497;632.5;-1;-1;1;non;0.345;µm;1;V;72.11;4.254;79.60;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_106.tif
1;1;106;20;14822.2;-11420;-13488.877;497;764;-1;-1;1;non;0.345;µm;1;V;18.63;8.159;20.57;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_106.tif
1;1;106;21;14822.2;-11420;-13488.877;497;805;-1;-1;1;non;0.345;µm;1;V;9.66;10.054;10.66;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_106.tif
1;1;106;22;14822.2;-11420;-13488.877;497;827;-1;-1;1;non;0.345;µm;1;V;5.52;11.669;6.09;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_106.tif
1;1;106;23;14822.2;-11420;-13488.877;497;929.5;-1;-1;0.5;non;0.345;µm;1;V;65.21;2.544;143.97;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_106.tif
1;1;112;1;16941.8;-11419.8;-13513.901;50.5;497;-1;-1;0.5;non;0.345;µm;1;H;35.54;4.296;78.46;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;2;16941.8;-11419.8;-13513.901;185;497;-1;-1;1;non;0.345;µm;1;H;57.27;4.919;63.23;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;3;16941.8;-11419.8;-13513.901;288.5;497;-1;-1;1;non;0.345;µm;1;H;14.15;8.954;15.62;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;4;16941.8;-11419.8;-13513.901;328;497;-1;-1;1;non;0.345;µm;1;H;13.11;9.173;14.47;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;5;16941.8;-11419.8;-13513.901;432.5;497;-1;-1;1;non;0.345;µm;1;H;59.00;4.833;65.13;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;6;16941.8;-11419.8;-13513.901;530.5;497;-1;-1;1;non;0.345;µm;1;H;8.63;10.381;9.52;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;7;16941.8;-11419.8;-13513.901;619.5;497;-1;-1;1;non;0.345;µm;1;H;52.79;5.154;58.27;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;8;16941.8;-11419.8;-13513.901;705.5;497;-1;-1;1;non;0.345;µm;1;H;6.56;11.173;7.24;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;9;16941.8;-11419.8;-13513.901;759;497;-1;-1;1;non;0.345;µm;1;H;30.36;6.750;33.52;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;10;16941.8;-11419.8;-13513.901;913.5;497;-1;-1;0.5;non;0.345;µm;1;H;76.25;2.093;168.35;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;11;16941.8;-11419.8;-13513.901;497;10;-1;-1;0.5;non;0.345;µm;1;V;7.59;8.750;16.76;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;12;16941.8;-11419.8;-13513.901;497;87;-1;-1;1;non;0.345;µm;1;V;45.54;5.580;50.28;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;13;16941.8;-11419.8;-13513.901;497;261;-1;-1;1;non;0.345;µm;1;V;74.52;4.159;82.27;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;14;16941.8;-11419.8;-13513.901;497;501;-1;-1;1;non;0.345;µm;1;V;91.08;3.580;100.55;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;15;16941.8;-11419.8;-13513.901;497;674.5;-1;-1;1;non;0.345;µm;1;V;28.64;6.919;31.61;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;16;16941.8;-11419.8;-13513.901;497;788;-1;-1;1;non;0.345;µm;1;V;49.68;5.329;54.85;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;17;16941.8;-11419.8;-13513.901;497;872;-1;-1;1;non;0.345;µm;1;V;8.28;10.499;9.14;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;18;16941.8;-11419.8;-13513.901;497;923.5;-1;-1;1;non;0.345;µm;1;V;27.26;7.061;30.09;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;112;19;16941.8;-11419.8;-13513.901;497;993.5;-1;-1;0.5;non;0.345;µm;1;V;21.05;5.807;46.47;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_112.tif
1;1;235;1;17648.2;-13185.6;-13512.836;43;497;-1;-1;0.5;non;0.345;µm;1;H;30.36;4.750;67.03;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;2;17648.2;-13185.6;-13512.836;112.5;497;-1;-1;1;non;0.345;µm;1;H;17.60;8.324;19.42;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;3;17648.2;-13185.6;-13512.836;148;497;-1;-1;1;non;0.345;µm;1;H;6.90;11.025;7.62;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;4;17648.2;-13185.6;-13512.836;208.5;497;-1;-1;1;non;0.345;µm;1;H;34.85;6.352;38.47;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;5;17648.2;-13185.6;-13512.836;371;497;-1;-1;1;non;0.345;µm;1;H;77.28;4.054;85.32;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;6;17648.2;-13185.6;-13512.836;522.5;497;-1;-1;1;non;0.345;µm;1;H;27.26;7.061;30.09;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;7;17648.2;-13185.6;-13512.836;573;497;-1;-1;1;non;0.345;µm;1;H;7.59;10.750;8.38;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;8;17648.2;-13185.6;-13512.836;634;497;-1;-1;1;non;0.345;µm;1;H;34.50;6.381;38.09;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;9;17648.2;-13185.6;-13512.836;739;497;-1;-1;1;non;0.345;µm;1;H;37.95;6.106;41.90;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;10;17648.2;-13185.6;-13512.836;909;497;-1;-1;0.5;non;0.345;µm;1;H;79.35;1.978;175.20;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;11;17648.2;-13185.6;-13512.836;497;22;-1;-1;0.5;non;0.345;µm;1;V;15.87;6.622;35.04;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;12;17648.2;-13185.6;-13512.836;497;98.5;-1;-1;1;non;0.345;µm;1;V;36.92;6.186;40.75;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;13;17648.2;-13185.6;-13512.836;497;173.5;-1;-1;1;non;0.345;µm;1;V;14.84;8.816;16.38;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;14;17648.2;-13185.6;-13512.836;497;263.5;-1;-1;1;non;0.345;µm;1;V;47.27;5.473;52.18;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;15;17648.2;-13185.6;-13512.836;497;354.5;-1;-1;1;non;0.345;µm;1;V;15.53;8.685;17.14;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;16;17648.2;-13185.6;-13512.836;497;416;-1;-1;1;non;0.345;µm;1;V;26.91;7.098;29.71;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;17;17648.2;-13185.6;-13512.836;497;492;-1;-1;1;non;0.345;µm;1;V;25.53;7.250;28.19;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;18;17648.2;-13185.6;-13512.836;497;644.5;-1;-1;1;non;0.345;µm;1;V;79.70;3.965;87.98;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;19;17648.2;-13185.6;-13512.836;497;766.5;-1;-1;1;non;0.345;µm;1;V;4.49;12.268;4.95;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;20;17648.2;-13185.6;-13512.836;497;849.5;-1;-1;1;non;0.345;µm;1;V;52.79;5.154;58.27;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;21;17648.2;-13185.6;-13512.836;497;948.5;-1;-1;1;non;0.345;µm;1;V;15.53;8.685;17.14;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;22;17648.2;-13185.6;-13512.836;497;989.5;-1;-1;1;non;0.345;µm;1;V;12.77;9.250;14.09;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;235;23;17648.2;-13185.6;-13512.836;497;1016;-1;-1;0.5;non;0.345;µm;1;V;5.52;9.669;12.19;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_235.tif
1;1;128;1;14468.6;-11772.8;-13488.325;39;497;-1;-1;0.5;non;0.345;µm;1;H;27.60;5.025;60.94;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;2;14468.6;-11772.8;-13488.325;89.5;497;-1;-1;1;non;0.345;µm;1;H;7.25;10.884;8.00;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;3;14468.6;-11772.8;-13488.325;128;497;-1;-1;1;non;0.345;µm;1;H;19.32;8.054;21.33;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;4;14468.6;-11772.8;-13488.325;170;497;-1;-1;1;non;0.345;µm;1;H;9.66;10.054;10.66;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;5;14468.6;-11772.8;-13488.325;252.5;497;-1;-1;1;non;0.345;µm;1;H;47.27;5.473;52.18;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;6;14468.6;-11772.8;-13488.325;328;497;-1;-1;1;non;0.345;µm;1;H;4.83;12.054;5.33;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;7;14468.6;-11772.8;-13488.325;375;497;-1;-1;1;non;0.345;µm;1;H;27.60;7.025;30.47;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;8;14468.6;-11772.8;-13488.325;617;497;-1;-1;1;non;0.345;µm;1;H;139.38;2.352;153.88;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;9;14468.6;-11772.8;-13488.325;905;497;-1;-1;1;non;0.345;µm;1;H;59.34;4.816;65.51;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;10;14468.6;-11772.8;-13488.325;1007.5;497;-1;-1;0.5;non;0.345;µm;1;H;11.39;7.580;25.14;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;11;14468.6;-11772.8;-13488.325;497;23.5;-1;-1;0.5;non;0.345;µm;1;V;16.91;6.439;37.33;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;12;14468.6;-11772.8;-13488.325;497;130;-1;-1;1;non;0.345;µm;1;V;56.58;4.954;62.46;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;13;14468.6;-11772.8;-13488.325;497;234;-1;-1;1;non;0.345;µm;1;V;15.18;8.750;16.76;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;14;14468.6;-11772.8;-13488.325;497;318;-1;-1;1;non;0.345;µm;1;V;42.78;5.760;47.23;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
1;1;128;15;14468.6;-11772.8;-13488.325;497;402.5;-1;-1;1;non;0.345;µm;1;V;15.53;8.685;17.14;-1;-1;-1;-1;-1;D:\Sessions Metalia\C Camus\ISO 643_INT_277171_2022-06-07_10-59-04\Images_277171\277171_Champ_1_1_128.tif
