Ech;Zone;Champ;X;Y;Z;OrdreChamp
1;1;375;9169;-14598.6;-13428.408;1
1;1;106;14822.2;-11420;-13488.877;2
1;1;112;16941.8;-11419.8;-13513.901;3
1;1;235;17648.2;-13185.6;-13512.836;4
1;1;128;14468.6;-11772.8;-13488.325;5
1;1;48;14822;-10712.8;-13496.504;6
1;1;351;17648.4;-14599;-13506.5;7
1;1;238;16588.2;-13185.8;-13502.554;8
1;1;87;8462.6;-11066;-13433.227;9
1;1;360;14469;-14598.8;-13475.654;10
1;1;160;13408.6;-12125.8;-13476.459;11
