Ech;Zone;Champ;X;Y;Z;OrdreChamp
1;1;167;7860.6;-3415.6;-13535.256;1
1;1;80;5740.8;-2355.6;-13526.392;2
1;1;42;6093.8;-2002.4;-13531.361;3
1;1;211;2207.4;-4122;-13487.711;4
1;1;100;5387.4;-2709;-13521.423;5
1;1;210;2207.6;-3768.6;-13489.912;6
1;1;284;6800.6;-4828.8;-13519.287;7
1;1;318;6446.8;-5181.8;-13514.319;8
1;1;4;11393.4;-1649.2;-13575.075;9
1;1;241;12453.2;-4475.6;-13565.769;10
1;1;51;9273.2;-2002.4;-13556.269;11
1;1;189;9627;-3768.8;-13548.031;12
